,content,norm,tokens,final
2026,excellent the first app which i fond helpful,excellent the first app which I fond helpful,"['excellent', 'app', 'fond', 'helpful']",excellent app fond helpful
2027,so interesting i like it so much,so interesting I like it so much,"['interesting', 'like']",interesting like
2028,i'm enjoying my lessons my tutor knows what she is doing.she is trying by all means to make me understand,I be enjoy my lesson my tutor know what she be doing.she be try by all mean to make I understand,"['enjoy', 'lesson', 'tutor', 'know', 'doing.she', 'try', 'mean', 'understand']",enjoy lesson tutor know doing.she try mean understand
2029,this app is for people who understand a little english.,this app be for people who understand a little english .,"['app', 'people', 'understand', 'little', 'english']",app people understand little english
2030,this is so good and friendly,this be so good and friendly,"['good', 'friendly']",good friendly
2031,nice english learning app,nice english learning app,"['nice', 'english', 'learning', 'app']",nice english learning app
2032,i need to change the plan from weekly to yearly. what can i do now???,I need to change the plan from weekly to yearly . what can I do now ? ? ?,"['need', 'change', 'plan', 'weekly', 'yearly']",need change plan weekly yearly
2033,no monthly payments,no monthly payment,"['monthly', 'payment']",monthly payment
2034,this app a very nice and cool to me,this app a very nice and cool to I,"['app', 'nice', 'cool']",app nice cool
2035,good for lesson english,good for lesson english,"['good', 'lesson', 'english']",good lesson english
2036,its a great app and i like it,its a great app and I like it,"['great', 'app', 'like']",great app like
2037,yhe best language trainer,yhe good language trainer,"['yhe', 'good', 'language', 'trainer']",yhe good language trainer
2038,wonderful learning app,wonderful learn app,"['wonderful', 'learn', 'app']",wonderful learn app
2039,"huge populated india - only hindi people can learn here. around 100 languages in india, only hindi people can learn here.","huge populate india - only hindi people can learn here . around 100 language in india , only hindi people can learn here .","['huge', 'populate', 'india', 'hindi', 'people', 'learn', '100', 'language', 'india', 'hindi', 'people', 'learn']",huge populate india hindi people learn 100 language india hindi people learn
2040,its a very nice apps awesome,its a very nice app awesome,"['nice', 'app', 'awesome']",nice app awesome
2044,i trying it and feel good,I try it and feel good,"['try', 'feel', 'good']",try feel good
2045,nice but it is paid,nice but it be pay,"['nice', 'pay']",nice pay
2046,i like very much. it is a nice app.,I like very much . it be a nice app .,"['like', 'nice', 'app']",like nice app
2047,this is the beast app i ever seen,this be the beast app I ever see,"['beast', 'app']",beast app
2048,everything all about payment,everything all about payment,['payment'],payment
2049,learning is great,learning be great,"['learning', 'great']",learning great
2050,thank you for being very useful.,thank you for be very useful .,"['thank', 'useful']",thank useful
2051,"this is the paid app ,not free containt app.","this be the pay app , not free containt app .","['pay', 'app', 'free', 'containt', 'app']",pay app free containt app
2052,"so far so good, i like tto this app","so far so good , I like tto this app","['far', 'good', 'like', 'tto', 'app']",far good like tto app
2053,the best teacher i ever got,the good teacher I ever get,"['good', 'teacher']",good teacher
2054,that's very interested apps,that be very interested app,"['interested', 'app']",interested app
2055,it's better to spend your time in this app,it be well to spend your time in this app,"['spend', 'time', 'app']",spend time app
2056,the app is perfect,the app be perfect,"['app', 'perfect']",app perfect
2057,it's good absolutely fantastic,it be good absolutely fantastic,"['good', 'absolutely', 'fantastic']",good absolutely fantastic
2058,this app is perfect,this app be perfect,"['app', 'perfect']",app perfect
2059,good and great app ever,good and great app ever,"['good', 'great', 'app']",good great app
2061,very beautiful app,very beautiful app,"['beautiful', 'app']",beautiful app
2062,i want to improve my english,I want to improve my english,"['want', 'improve', 'english']",want improve english
2063,it's good app but not free,it be good app but not free,"['good', 'app', 'free']",good app free
2064,this app very expensive to spend time,this app very expensive to spend time,"['app', 'expensive', 'spend', 'time']",app expensive spend time
2065,"nice app, nice actors","nice app , nice actor","['nice', 'app', 'nice', 'actor']",nice app nice actor
2066,very interesting app,very interesting app,"['interesting', 'app']",interesting app
2067,nice so very good ap mashaallah,nice so very good ap mashaallah,"['nice', 'good', 'ap', 'mashaallah']",nice good ap mashaallah
2068,this aflication time is very short. so think for yoy helpp us.,this aflication time be very short . so think for yoy helpp we .,"['aflication', 'time', 'short', 'think', 'yoy', 'helpp']",aflication time short think yoy helpp
2069,"it's ok, but i'm a beginner.","it be ok , but I be a beginner .","['ok', 'beginner']",ok beginner
2070,very good application,very good application,"['good', 'application']",good application
2071,i love this program,I love this program,"['love', 'program']",love program
2072,this is very fantastic,this be very fantastic,['fantastic'],fantastic
2073,really nice application,really nice application,"['nice', 'application']",nice application
2075,this app is look like good,this app be look like good,"['app', 'look', 'like', 'good']",app look like good
2076,yes but only 5minute free chat,yes but only 5minute free chat,"['yes', '5minute', 'free', 'chat']",yes 5minute free chat
2077,it's functioning well for now!,it be function well for now !,['function'],function
2078,i have no expereience but it seams learna goof,I have no expereience but it seam learna goof,"['expereience', 'seam', 'learna', 'goof']",expereience seam learna goof
2079,good app for study,good app for study,"['good', 'app', 'study']",good app study
2080,good to improve,good to improve,"['good', 'improve']",good improve
2081,very helpful for me,very helpful for I,['helpful'],helpful
